"","Income","Education"
"2604",35264,"AD"
"2605",54160,"BD"
"2606",62114,"Grad"
"2607",27035,"HS"
"2608",33044,"AD"
"2609",48632,"BD"
"2610",64059,"Grad"
"2611",27794,"HS"
"2612",32197,"AD"
"2613",40406,"BD"
"2614",52417,"Grad"
"2615",29135,"HS"
"2616",36407,"AD"
"2617",49759,"BD"
"2618",59448,"Grad"
"2619",25149,"HS"
"2620",29977,"AD"
"2621",43087,"BD"
"2622",49875,"Grad"
"2623",27945,"HS"
"2624",32708,"AD"
"2625",42310,"BD"
"2626",41339,"Grad"
"2627",26453,"HS"
"2628",31896,"AD"
"2629",42870,"BD"
"2630",57167,"Grad"
"2631",26479,"HS"
"2632",29688,"AD"
"2633",38000,"BD"
"2634",50761,"Grad"
"2635",28931,"HS"
"2636",41212,"AD"
"2637",50119,"BD"
"2638",50640,"Grad"
"2639",30315,"HS"
"2640",34614,"AD"
"2641",43145,"BD"
"2642",50000,"Grad"
"2643",34052,"HS"
"2644",38420,"AD"
"2645",56625,"BD"
"2646",69137,"Grad"
"2647",25595,"HS"
"2648",30577,"AD"
"2649",44008,"BD"
"2650",59464,"Grad"
"2651",27122,"HS"
"2652",29221,"AD"
"2653",40403,"BD"
"2654",52946,"Grad"
"2655",30977,"HS"
"2656",32143,"AD"
"2657",41524,"BD"
"2658",38646,"Grad"
"2659",30492,"HS"
"2660",33582,"AD"
"2661",44650,"BD"
"2662",58189,"Grad"
"2663",25536,"HS"
"2664",31833,"AD"
"2665",49170,"BD"
"2666",65175,"Grad"
"2667",26486,"HS"
"2668",30376,"AD"
"2669",41209,"BD"
"2670",38222,"Grad"
"2671",29224,"HS"
"2672",35385,"AD"
"2673",47868,"BD"
"2674",58345,"Grad"
"2675",28852,"HS"
"2676",27588,"AD"
"2677",39250,"BD"
"2678",40231,"Grad"
"2679",24200,"HS"
"2680",29125,"AD"
"2681",21250,"BD"
"2682",50192,"Grad"
"2683",23598,"HS"
"2684",25960,"AD"
"2685",39000,"BD"
"2686",64079,"Grad"
"2687",29453,"HS"
"2688",31960,"AD"
"2689",45833,"BD"
"2690",48750,"Grad"
"2691",27568,"HS"
"2692",32545,"AD"
"2693",40193,"BD"
"2694",54000,"Grad"
"2695",26260,"HS"
"2696",31364,"AD"
"2697",38333,"BD"
"2698",44357,"Grad"
"2699",26361,"HS"
"2700",31071,"AD"
"2701",44068,"BD"
"2702",65669,"Grad"
"2703",26146,"HS"
"2704",32379,"AD"
"2705",50328,"BD"
"2706",67200,"Grad"
"2707",27166,"HS"
"2708",27938,"AD"
"2709",44634,"BD"
"2710",54103,"Grad"
"2711",27170,"HS"
"2712",34797,"AD"
"2713",50148,"BD"
"2714",63185,"Grad"
"2715",29315,"HS"
"2716",31344,"AD"
"2717",36239,"BD"
"2718",40417,"Grad"
"2719",30268,"HS"
"2720",33299,"AD"
"2721",40179,"BD"
"2722",48125,"Grad"
"2723",27485,"HS"
"2724",33261,"AD"
"2725",39213,"BD"
"2726",52843,"Grad"
"2727",26641,"HS"
"2728",30636,"AD"
"2729",40163,"BD"
"2730",54000,"Grad"
"2731",24524,"HS"
"2732",29735,"AD"
"2733",41466,"BD"
"2734",52248,"Grad"
"2735",28700,"HS"
"2736",35225,"AD"
"2737",50092,"BD"
"2738",60549,"Grad"
"2739",26917,"HS"
"2740",31014,"AD"
"2741",39916,"BD"
"2742",45260,"Grad"
"2743",28783,"HS"
"2744",31318,"AD"
"2745",41507,"BD"
"2746",46031,"Grad"
"2747",27961,"HS"
"2748",28194,"AD"
"2749",40365,"BD"
"2750",42096,"Grad"
"2751",24378,"HS"
"2752",29428,"AD"
"2753",39091,"BD"
"2754",57019,"Grad"
"2755",32500,"HS"
"2756",31368,"AD"
"2757",45375,"BD"
"2758",49653,"Grad"
"2759",31014,"HS"
"2760",30673,"AD"
"2761",34214,"BD"
"2762",48438,"Grad"
"2763",24847,"HS"
"2764",30254,"AD"
"2765",39469,"BD"
"2766",45139,"Grad"
"2767",26999,"HS"
"2768",31008,"AD"
"2769",44045,"BD"
"2770",51962,"Grad"
"2771",31893,"HS"
"2772",40708,"AD"
"2773",55630,"BD"
"2774",72869,"Grad"
"2775",24124,"HS"
"2776",27406,"AD"
"2777",40442,"BD"
"2778",57321,"Grad"
"2779",27415,"HS"
"2780",32040,"AD"
"2781",47109,"BD"
"2782",62675,"Grad"
"2783",31939,"HS"
"2784",40106,"AD"
"2785",49831,"BD"
"2786",65164,"Grad"
"2787",28109,"HS"
"2788",32613,"AD"
"2789",37944,"BD"
"2790",51292,"Grad"
"2791",28995,"HS"
"2792",33219,"AD"
"2793",45624,"BD"
"2794",62337,"Grad"
"2795",27269,"HS"
"2796",32626,"AD"
"2797",51877,"BD"
"2798",71284,"Grad"
"2799",27325,"HS"
"2800",30313,"AD"
"2801",42820,"BD"
"2802",54896,"Grad"
"2803",26792,"HS"
"2804",31680,"AD"
"2805",42143,"BD"
"2806",31953,"Grad"
"2807",29455,"HS"
"2808",39535,"AD"
"2809",59180,"BD"
"2810",80685,"Grad"
"2811",25570,"HS"
"2812",27139,"AD"
"2813",31910,"BD"
"2814",66360,"Grad"
"2815",27781,"HS"
"2816",32418,"AD"
"2817",44637,"BD"
"2818",60743,"Grad"
"2819",25506,"HS"
"2820",29424,"AD"
"2821",40014,"BD"
"2822",59000,"Grad"
"2823",29128,"HS"
"2824",35422,"AD"
"2825",45291,"BD"
"2826",59439,"Grad"
"2827",26175,"HS"
"2828",32626,"AD"
"2829",42292,"BD"
"2830",57602,"Grad"
"2831",28567,"HS"
"2832",30672,"AD"
"2833",46613,"BD"
"2834",51667,"Grad"
"2835",25755,"HS"
"2836",25838,"AD"
"2837",44313,"BD"
"2838",56790,"Grad"
"2839",28369,"HS"
"2840",34034,"AD"
"2841",45103,"BD"
"2842",52039,"Grad"
"2843",32032,"HS"
"2844",36261,"AD"
"2845",47398,"BD"
"2846",58079,"Grad"
"2847",28425,"HS"
"2848",31888,"AD"
"2849",42344,"BD"
"2850",61303,"Grad"
"2851",27595,"HS"
"2852",31843,"AD"
"2853",46722,"BD"
"2854",54067,"Grad"
"2855",24656,"HS"
"2856",28169,"AD"
"2857",40261,"BD"
"2858",52694,"Grad"
"2859",29880,"HS"
"2860",34623,"AD"
"2861",47026,"BD"
"2862",62843,"Grad"
"2863",28914,"HS"
"2864",30889,"AD"
"2865",40539,"BD"
"2866",54400,"Grad"
"2867",22388,"HS"
"2868",29628,"AD"
"2869",43682,"BD"
"2870",53844,"Grad"
"2871",28551,"HS"
"2872",35806,"AD"
"2873",51986,"BD"
"2874",65146,"Grad"
"2875",28966,"HS"
"2876",34480,"AD"
"2877",47037,"BD"
"2878",59432,"Grad"
"2879",30163,"HS"
"2880",35641,"AD"
"2881",49390,"BD"
"2882",51213,"Grad"
"2883",29559,"HS"
"2884",33131,"AD"
"2885",39365,"BD"
"2886",55986,"Grad"
"2887",28839,"HS"
"2888",35546,"AD"
"2889",42465,"BD"
"2890",56111,"Grad"
"2891",25439,"HS"
"2892",28077,"AD"
"2893",37088,"BD"
"2894",53517,"Grad"
"2895",29171,"HS"
"2896",31989,"AD"
"2897",39608,"BD"
"2898",61360,"Grad"
"2899",30113,"HS"
"2900",38177,"AD"
"2901",56224,"BD"
"2902",74686,"Grad"
"2903",31801,"HS"
"2904",40528,"AD"
"2905",51190,"BD"
"2906",67000,"Grad"
"2907",30389,"HS"
"2908",32197,"AD"
"2909",43575,"BD"
"2910",55435,"Grad"
"2911",32036,"HS"
"2912",38650,"AD"
"2913",53696,"BD"
"2914",65933,"Grad"
"2915",28401,"HS"
"2916",28474,"AD"
"2917",40036,"BD"
"2918",54738,"Grad"
"2919",25865,"HS"
"2920",31504,"AD"
"2921",44566,"BD"
"2922",59406,"Grad"
"2923",27701,"HS"
"2924",32980,"AD"
"2925",43422,"BD"
"2926",51812,"Grad"
"2927",29282,"HS"
"2928",32181,"AD"
"2929",46250,"BD"
"2930",63828,"Grad"
"2931",31890,"HS"
"2932",37564,"AD"
"2933",43182,"BD"
"2934",54813,"Grad"
"2935",26286,"HS"
"2936",30873,"AD"
"2937",38403,"BD"
"2938",57070,"Grad"
"2939",24597,"HS"
"2940",31427,"AD"
"2941",45231,"BD"
"2942",55023,"Grad"
"2943",28371,"HS"
"2944",31663,"AD"
"2945",51686,"BD"
"2946",54313,"Grad"
"2947",31132,"HS"
"2948",38431,"AD"
"2949",52640,"BD"
"2950",70827,"Grad"
"2951",25884,"HS"
"2952",30800,"AD"
"2953",40950,"BD"
"2954",55298,"Grad"
"2955",28873,"HS"
"2956",31396,"AD"
"2957",42332,"BD"
"2958",59615,"Grad"
"2959",29610,"HS"
"2960",31272,"AD"
"2961",40991,"BD"
"2962",58371,"Grad"
"2963",29501,"HS"
"2964",32997,"AD"
"2965",47865,"BD"
"2966",63203,"Grad"
"2967",29143,"HS"
"2968",32779,"AD"
"2969",44857,"BD"
"2970",55305,"Grad"
"2971",26735,"HS"
"2972",30152,"AD"
"2973",44131,"BD"
"2974",62986,"Grad"
"2975",25904,"HS"
"2976",30958,"AD"
"2977",43376,"BD"
"2978",50677,"Grad"
"2979",25825,"HS"
"2980",30869,"AD"
"2981",43832,"BD"
"2982",59944,"Grad"
"2983",29418,"HS"
"2984",30880,"AD"
"2985",40863,"BD"
"2986",56019,"Grad"
"2987",27595,"HS"
"2988",33151,"AD"
"2989",41326,"BD"
"2990",49514,"Grad"
"2991",23560,"HS"
"2992",30046,"AD"
"2993",41170,"BD"
"2994",49536,"Grad"
"2995",27019,"HS"
"2996",28400,"AD"
"2997",35066,"BD"
"2998",45359,"Grad"
"2999",29547,"HS"
"3000",29730,"AD"
"3001",41162,"BD"
"3002",52652,"Grad"
"3003",30719,"HS"
"3004",37565,"AD"
"3005",52649,"BD"
"3006",62589,"Grad"
"3007",28886,"HS"
"3008",35938,"AD"
"3009",42867,"BD"
"3010",49659,"Grad"
"3011",30063,"HS"
"3012",33870,"AD"
"3013",39443,"BD"
"3014",56109,"Grad"
"3015",27139,"HS"
"3016",36571,"AD"
"3017",60682,"BD"
"3018",58563,"Grad"
"3019",25327,"HS"
"3020",31066,"AD"
"3021",35987,"BD"
"3022",50387,"Grad"
"3023",27159,"HS"
"3024",31118,"AD"
"3025",42857,"BD"
"3026",42454,"Grad"
"3027",26318,"HS"
"3028",33234,"AD"
"3029",36333,"BD"
"3030",33393,"Grad"
"3031",31410,"HS"
"3032",34138,"AD"
"3033",42500,"BD"
"3034",60347,"Grad"
"3035",29978,"HS"
"3036",30907,"AD"
"3037",34226,"BD"
"3038",42578,"Grad"
"3039",31384,"HS"
"3040",38231,"AD"
"3041",45317,"BD"
"3042",63756,"Grad"
"3043",32107,"HS"
"3044",38767,"AD"
"3045",43485,"BD"
"3046",58563,"Grad"
"3047",27515,"HS"
"3048",30323,"AD"
"3049",40000,"BD"
"3050",57823,"Grad"
"3051",27239,"HS"
"3052",33433,"AD"
"3053",43542,"BD"
"3054",60239,"Grad"
"3055",25000,"HS"
"3056",27353,"AD"
"3057",40029,"BD"
"3058",50779,"Grad"
"3059",29356,"HS"
"3060",32972,"AD"
"3061",48143,"BD"
"3062",65741,"Grad"
"3063",30033,"HS"
"3064",33910,"AD"
"3065",44831,"BD"
"3066",52681,"Grad"
"3067",25798,"HS"
"3068",30527,"AD"
"3069",41622,"BD"
"3070",57578,"Grad"
"3071",27991,"HS"
"3072",31176,"AD"
"3073",36806,"BD"
"3074",50556,"Grad"
"3075",31513,"HS"
"3076",32870,"AD"
"3077",50606,"BD"
"3078",58171,"Grad"
"3079",30363,"HS"
"3080",36069,"AD"
"3081",45990,"BD"
"3082",48314,"Grad"
"3083",26742,"HS"
"3084",30838,"AD"
"3085",37813,"BD"
"3086",48919,"Grad"
"3087",26265,"HS"
"3088",27500,"AD"
"3089",44097,"BD"
"3090",58657,"Grad"
"3091",26131,"HS"
"3092",32256,"AD"
"3093",49740,"BD"
"3094",65776,"Grad"
"3095",29417,"HS"
"3096",26859,"AD"
"3097",39545,"BD"
"3098",24167,"Grad"
"3099",26733,"HS"
"3100",32118,"AD"
"3101",40345,"BD"
"3102",54675,"Grad"
"3103",28954,"HS"
"3104",28140,"AD"
"3105",44475,"BD"
"3106",52907,"Grad"
"3107",30788,"HS"
"3108",28482,"AD"
"3109",37585,"BD"
"3110",59875,"Grad"
"3111",27101,"HS"
"3112",31679,"AD"
"3113",42316,"BD"
"3114",55720,"Grad"
"3115",25647,"HS"
"3116",27511,"AD"
"3117",50109,"BD"
"3118",55152,"Grad"
"3119",26339,"HS"
"3120",27160,"AD"
"3121",38290,"BD"
"3122",57698,"Grad"
"3123",27258,"HS"
"3124",28066,"AD"
"3125",38263,"BD"
"3126",51615,"Grad"
"3127",29375,"HS"
"3128",36050,"AD"
"3129",56630,"BD"
"3130",44167,"Grad"
"3131",27788,"HS"
"3132",32660,"AD"
"3133",49982,"BD"
"3134",64393,"Grad"
"3135",25513,"HS"
"3136",29321,"AD"
"3137",39655,"BD"
"3138",56838,"Grad"
"3139",25394,"HS"
"3140",30570,"AD"
"3141",42492,"BD"
"3142",59049,"Grad"
"3143",28196,"HS"
"3144",31616,"AD"
"3145",41161,"BD"
"3146",59071,"Grad"
"3147",25621,"HS"
"3148",30536,"AD"
"3149",38147,"BD"
"3150",55952,"Grad"
"3151",28227,"HS"
"3152",33790,"AD"
"3153",42886,"BD"
"3154",56484,"Grad"
"3155",29696,"HS"
"3156",33351,"AD"
"3157",37069,"BD"
"3158",49231,"Grad"
"3159",27258,"HS"
"3160",30408,"AD"
"3161",37024,"BD"
"3162",43000,"Grad"
"3163",23327,"HS"
"3164",27247,"AD"
"3165",32484,"BD"
"3166",52563,"Grad"
"3167",22632,"HS"
"3168",25694,"AD"
"3169",34479,"BD"
"3170",45481,"Grad"
"3171",25253,"HS"
"3172",33900,"AD"
"3173",44100,"BD"
"3174",60417,"Grad"
"3175",29784,"HS"
"3176",36196,"AD"
"3177",48958,"BD"
"3178",61089,"Grad"
"3179",26751,"HS"
"3180",29177,"AD"
"3181",41331,"BD"
"3182",56956,"Grad"
"3183",28575,"HS"
"3184",35210,"AD"
"3185",41857,"BD"
"3186",61625,"Grad"
"3187",31311,"HS"
"3188",35336,"AD"
"3189",41934,"BD"
"3190",55804,"Grad"
"3191",31775,"HS"
"3192",29883,"AD"
"3193",38166,"BD"
"3194",53175,"Grad"
"3195",26518,"HS"
"3196",28784,"AD"
"3197",37942,"BD"
"3198",50741,"Grad"
"3199",31039,"HS"
"3200",31619,"AD"
"3201",34966,"BD"
"3202",52361,"Grad"
"3203",26667,"HS"
"3204",29129,"AD"
"3205",37692,"BD"
"3206",43529,"Grad"
"3207",30350,"HS"
"3208",30423,"AD"
"3209",39352,"BD"
"3210",58063,"Grad"
"3211",23075,"HS"
"3212",27388,"AD"
"3213",36453,"BD"
"3214",57740,"Grad"
"3215",31768,"HS"
"3216",34404,"AD"
"3217",44411,"BD"
"3218",54565,"Grad"
"3219",24060,"HS"
"3220",31043,"AD"
"3221",42212,"BD"
"3222",58100,"Grad"
"3223",24855,"HS"
"3224",31349,"AD"
"3225",40243,"BD"
"3226",58466,"Grad"
"3227",28738,"HS"
"3228",30315,"AD"
"3229",39484,"BD"
"3230",53398,"Grad"
"3231",29770,"HS"
"3232",24693,"AD"
"3233",31429,"BD"
"3234",57384,"Grad"
"3235",27878,"HS"
"3236",31929,"AD"
"3237",45511,"BD"
"3238",51023,"Grad"
"3239",26818,"HS"
"3240",29950,"AD"
"3241",33419,"BD"
"3242",45372,"Grad"
"3243",30934,"HS"
"3244",30016,"AD"
"3245",43031,"BD"
"3246",58645,"Grad"
"3247",30420,"HS"
"3248",31437,"AD"
"3249",40525,"BD"
"3250",45417,"Grad"
"3251",31189,"HS"
"3252",40957,"AD"
"3253",53944,"BD"
"3254",73321,"Grad"
"3255",23788,"HS"
"3256",28347,"AD"
"3257",39938,"BD"
"3258",47778,"Grad"
"3259",28083,"HS"
"3260",26024,"AD"
"3261",35474,"BD"
"3262",41554,"Grad"
"3263",29846,"HS"
"3264",31295,"AD"
"3265",43636,"BD"
"3266",49338,"Grad"
"3267",25839,"HS"
"3268",28255,"AD"
"3269",37133,"BD"
"3270",57347,"Grad"
"3271",27685,"HS"
"3272",29277,"AD"
"3273",40205,"BD"
"3274",55658,"Grad"
"3275",26574,"HS"
"3276",31173,"AD"
"3277",41794,"BD"
"3278",53501,"Grad"
"3279",26105,"HS"
"3280",33725,"AD"
"3281",47143,"BD"
"3282",47500,"Grad"
"3283",25102,"HS"
"3284",27391,"AD"
"3285",35294,"BD"
"3286",50762,"Grad"
"3287",24265,"HS"
"3288",33527,"AD"
"3289",37083,"BD"
"3290",58125,"Grad"
"3291",27404,"HS"
"3292",30971,"AD"
"3293",41964,"BD"
"3294",46094,"Grad"
"3295",28225,"HS"
"3296",32440,"AD"
"3297",39464,"BD"
"3298",50577,"Grad"
"3299",26197,"HS"
"3300",31100,"AD"
"3301",44333,"BD"
"3302",46838,"Grad"
"3303",30593,"HS"
"3304",32689,"AD"
"3305",41875,"BD"
"3306",58355,"Grad"
"3307",27454,"HS"
"3308",31713,"AD"
"3309",36765,"BD"
"3310",60114,"Grad"
"3311",27114,"HS"
"3312",32278,"AD"
"3313",42861,"BD"
"3314",61275,"Grad"
"3315",29435,"HS"
"3316",32829,"AD"
"3317",42117,"BD"
"3318",45982,"Grad"
"3319",26702,"HS"
"3320",28220,"AD"
"3321",44324,"BD"
"3322",55938,"Grad"
"3323",29063,"HS"
"3324",34024,"AD"
"3325",51641,"BD"
"3326",55406,"Grad"
"3327",27045,"HS"
"3328",29809,"AD"
"3329",42781,"BD"
"3330",54856,"Grad"
"3331",29416,"HS"
"3332",27544,"AD"
"3333",42159,"BD"
"3334",25962,"Grad"
"3335",28301,"HS"
"3336",31513,"AD"
"3337",39044,"BD"
"3338",59338,"Grad"
"3339",27500,"HS"
"3340",29347,"AD"
"3341",43958,"BD"
"3342",51667,"Grad"
"3343",32140,"HS"
"3344",33733,"AD"
"3345",39742,"BD"
"3346",56161,"Grad"
"3347",25952,"HS"
"3348",29840,"AD"
"3349",43646,"BD"
"3350",47366,"Grad"
"3351",29428,"HS"
"3352",31518,"AD"
"3353",45599,"BD"
"3354",56940,"Grad"
"3355",23345,"HS"
"3356",29477,"AD"
"3357",32808,"BD"
"3358",45098,"Grad"
"3359",27384,"HS"
"3360",32170,"AD"
"3361",40957,"BD"
"3362",56943,"Grad"
"3363",30999,"HS"
"3364",31768,"AD"
"3365",40180,"BD"
"3366",57083,"Grad"
"3367",25974,"HS"
"3368",31604,"AD"
"3369",31990,"BD"
"3370",53385,"Grad"
"3371",25854,"HS"
"3372",30457,"AD"
"3373",39167,"BD"
"3374",54432,"Grad"
"3375",26364,"HS"
"3376",27406,"AD"
"3377",35303,"BD"
"3378",62849,"Grad"
"3379",29161,"HS"
"3380",34811,"AD"
"3381",51403,"BD"
"3382",64407,"Grad"
"3383",26637,"HS"
"3384",30454,"AD"
"3385",51705,"BD"
"3386",45962,"Grad"
"3387",27478,"HS"
"3388",30486,"AD"
"3389",46023,"BD"
"3390",71094,"Grad"
"3391",26857,"HS"
"3392",30481,"AD"
"3393",40333,"BD"
"3394",53400,"Grad"
"3395",25675,"HS"
"3396",36177,"AD"
"3397",49583,"BD"
"3398",60625,"Grad"
"3399",29598,"HS"
"3400",32630,"AD"
"3401",40702,"BD"
"3402",55625,"Grad"
"3403",28785,"HS"
"3404",31235,"AD"
"3405",39910,"BD"
"3406",50913,"Grad"
"3407",28177,"HS"
"3408",33080,"AD"
"3409",45436,"BD"
"3410",62159,"Grad"
"3411",30217,"HS"
"3412",37780,"AD"
"3413",48113,"BD"
"3414",56222,"Grad"
"3415",30506,"HS"
"3416",33485,"AD"
"3417",37500,"BD"
"3418",56563,"Grad"
"3419",26824,"HS"
"3420",29724,"AD"
"3421",35450,"BD"
"3422",50333,"Grad"
"3423",26821,"HS"
"3424",32672,"AD"
"3425",45000,"BD"
"3426",52740,"Grad"
"3427",23387,"HS"
"3428",30441,"AD"
"3429",40764,"BD"
"3430",55288,"Grad"
"3431",27900,"HS"
"3432",32359,"AD"
"3433",44063,"BD"
"3434",59762,"Grad"
"3435",23463,"HS"
"3436",27578,"AD"
"3437",39044,"BD"
"3438",56652,"Grad"
"3439",26632,"HS"
"3440",29477,"AD"
"3441",36875,"BD"
"3442",49167,"Grad"
"3443",24362,"HS"
"3444",31322,"AD"
"3445",40694,"BD"
"3446",48990,"Grad"
"3447",26694,"HS"
"3448",29954,"AD"
"3449",40625,"BD"
"3450",51250,"Grad"
"3451",29868,"HS"
"3452",35745,"AD"
"3453",40556,"BD"
"3454",62750,"Grad"
"3455",27068,"HS"
"3456",26212,"AD"
"3457",36214,"BD"
"3458",51313,"Grad"
"3459",28404,"HS"
"3460",36082,"AD"
"3461",49133,"BD"
"3462",63676,"Grad"
"3463",28244,"HS"
"3464",33299,"AD"
"3465",44738,"BD"
"3466",57037,"Grad"
"3467",25750,"HS"
"3468",30556,"AD"
"3469",44103,"BD"
"3470",58317,"Grad"
"3471",19600,"HS"
"3472",31294,"AD"
"3473",34625,"BD"
"3474",53125,"Grad"
"3475",27306,"HS"
"3476",29641,"AD"
"3477",35946,"BD"
"3478",54079,"Grad"
"3479",27277,"HS"
"3480",32587,"AD"
"3481",47830,"BD"
"3482",63077,"Grad"
"3483",26739,"HS"
"3484",30016,"AD"
"3485",43707,"BD"
"3486",63705,"Grad"
"3487",29140,"HS"
"3488",31840,"AD"
"3489",36094,"BD"
"3490",51372,"Grad"
"3491",30084,"HS"
"3492",31883,"AD"
"3493",40131,"BD"
"3494",56721,"Grad"
"3495",30258,"HS"
"3496",32422,"AD"
"3497",38586,"BD"
"3498",46458,"Grad"
"3499",25241,"HS"
"3500",25928,"AD"
"3501",39773,"BD"
"3502",41688,"Grad"
"3503",24718,"HS"
"3504",27243,"AD"
"3505",40294,"BD"
"3506",49119,"Grad"
"3507",26967,"HS"
"3508",28239,"AD"
"3509",38333,"BD"
"3510",50139,"Grad"
"3511",26640,"HS"
"3512",28078,"AD"
"3513",45256,"BD"
"3514",63284,"Grad"
"3515",32989,"HS"
"3516",36519,"AD"
"3517",51530,"BD"
"3518",57598,"Grad"
"3519",28267,"HS"
"3520",32321,"AD"
"3521",38719,"BD"
"3522",54118,"Grad"
"3523",23990,"HS"
"3524",31471,"AD"
"3525",40458,"BD"
"3526",43750,"Grad"
"3527",27659,"HS"
"3528",31825,"AD"
"3529",42532,"BD"
"3530",54120,"Grad"
"3531",27997,"HS"
"3532",30910,"AD"
"3533",40025,"BD"
"3534",54097,"Grad"
"3535",28445,"HS"
"3536",29813,"AD"
"3537",39119,"BD"
"3538",56361,"Grad"
"3539",26281,"HS"
"3540",30649,"AD"
"3541",41868,"BD"
"3542",55519,"Grad"
"3543",26935,"HS"
"3544",32191,"AD"
"3545",41250,"BD"
"3546",42115,"Grad"
"3547",25359,"HS"
"3548",33812,"AD"
"3549",36139,"BD"
"3550",52850,"Grad"
"3551",25966,"HS"
"3552",28981,"AD"
"3553",44453,"BD"
"3554",42188,"Grad"
"3555",20485,"HS"
"3556",33464,"AD"
"3557",35238,"BD"
"3558",57670,"Grad"
"3559",28652,"HS"
"3560",30992,"AD"
"3561",36913,"BD"
"3562",53701,"Grad"
"3563",25799,"HS"
"3564",30392,"AD"
"3565",41359,"BD"
"3566",45147,"Grad"
"3567",25100,"HS"
"3568",29722,"AD"
"3569",39792,"BD"
"3570",46208,"Grad"
"3571",22402,"HS"
"3572",27096,"AD"
"3573",31463,"BD"
"3574",49160,"Grad"
"3575",21514,"HS"
"3576",25562,"AD"
"3577",36753,"BD"
"3578",39375,"Grad"
"3579",30132,"HS"
"3580",33387,"AD"
"3581",46714,"BD"
"3582",57425,"Grad"
"3583",22474,"HS"
"3584",28833,"AD"
"3585",33750,"BD"
"3586",47875,"Grad"
"3587",26056,"HS"
"3588",31667,"AD"
"3589",40385,"BD"
"3590",49500,"Grad"
"3591",22927,"HS"
"3592",27365,"AD"
"3593",38269,"BD"
"3594",43021,"Grad"
"3595",26786,"HS"
"3596",25370,"AD"
"3597",31538,"BD"
"3598",52679,"Grad"
"3599",19688,"HS"
"3600",27697,"AD"
"3601",49145,"BD"
"3602",51375,"Grad"
"3603",26602,"HS"
"3604",26863,"AD"
"3605",38800,"BD"
"3606",41976,"Grad"
"3607",23165,"HS"
"3608",28630,"AD"
"3609",36813,"BD"
"3610",42284,"Grad"
"3611",24970,"HS"
"3612",30830,"AD"
"3613",48173,"BD"
"3614",50529,"Grad"
"3615",20000,"HS"
"3616",32019,"AD"
"3617",31786,"BD"
"3618",37000,"Grad"
"3619",24394,"HS"
"3620",27073,"AD"
"3621",36241,"BD"
"3622",47850,"Grad"
"3623",22291,"HS"
"3624",26984,"AD"
"3625",37226,"BD"
"3626",48993,"Grad"
"3627",19625,"HS"
"3628",20882,"AD"
"3629",31591,"BD"
"3630",46875,"Grad"
"3631",26992,"HS"
"3632",30911,"AD"
"3633",39718,"BD"
"3634",57500,"Grad"
"3635",26514,"HS"
"3636",30601,"AD"
"3637",43841,"BD"
"3638",42500,"Grad"
"3639",26190,"HS"
"3640",30995,"AD"
"3641",37274,"BD"
"3642",49784,"Grad"
"3643",30769,"HS"
"3644",30333,"AD"
"3645",38000,"BD"
"3646",51838,"Grad"
"3647",18095,"HS"
"3648",25357,"AD"
"3649",37750,"BD"
"3650",48194,"Grad"
"3651",25693,"HS"
"3652",27555,"AD"
"3653",36065,"BD"
"3654",53678,"Grad"
"3655",26059,"HS"
"3656",26932,"AD"
"3657",41154,"BD"
"3658",49375,"Grad"
"3659",26306,"HS"
"3660",31598,"AD"
"3661",39975,"BD"
"3662",48197,"Grad"
"3663",26821,"HS"
"3664",32286,"AD"
"3665",44141,"BD"
"3666",51964,"Grad"
"3667",27082,"HS"
"3668",31580,"AD"
"3669",41463,"BD"
"3670",59291,"Grad"
"3671",25918,"HS"
"3672",34749,"AD"
"3673",40662,"BD"
"3674",61981,"Grad"
"3675",26667,"HS"
"3676",25938,"AD"
"3677",35208,"BD"
"3678",41250,"Grad"
"3679",21852,"HS"
"3680",22976,"AD"
"3681",42202,"BD"
"3682",45139,"Grad"
"3683",30000,"HS"
"3684",32305,"AD"
"3685",44531,"BD"
"3686",58239,"Grad"
"3687",25711,"HS"
"3688",29702,"AD"
"3689",47604,"BD"
"3690",50682,"Grad"
"3691",28958,"HS"
"3692",31176,"AD"
"3693",50223,"BD"
"3694",47813,"Grad"
"3695",27479,"HS"
"3696",24327,"AD"
"3697",31804,"BD"
"3698",47557,"Grad"
"3699",27278,"HS"
"3700",26932,"AD"
"3701",42500,"BD"
"3702",60875,"Grad"
"3703",26557,"HS"
"3704",26490,"AD"
"3705",41290,"BD"
"3706",48750,"Grad"
"3707",27659,"HS"
"3708",31123,"AD"
"3709",40487,"BD"
"3710",50515,"Grad"
"3711",28958,"HS"
"3712",30380,"AD"
"3713",48750,"BD"
"3714",50192,"Grad"
"3715",31055,"HS"
"3716",27005,"AD"
"3717",38456,"BD"
"3718",37143,"Grad"
"3719",29430,"HS"
"3720",33148,"AD"
"3721",42821,"BD"
"3722",54321,"Grad"
"3723",29167,"HS"
"3724",37244,"AD"
"3725",43388,"BD"
"3726",61750,"Grad"
"3727",22135,"HS"
"3728",25160,"AD"
"3729",39722,"BD"
"3730",47000,"Grad"
"3731",29428,"HS"
"3732",36602,"AD"
"3733",53520,"BD"
"3734",70431,"Grad"
"3735",29504,"HS"
"3736",35854,"AD"
"3737",36063,"BD"
"3738",48583,"Grad"
"3739",29912,"HS"
"3740",32684,"AD"
"3741",38009,"BD"
"3742",46818,"Grad"
"3743",26298,"HS"
"3744",27056,"AD"
"3745",34048,"BD"
